,names,means,spread
condition0,Original,0.37288136,0.12444982
condition1,OriginalInter,0.2272727,0.12525661
condition2,Side,0.27777778,0.14838782
condition3,SideInter,0.25714286,0.14690904
condition4,Slideshow,0.21052632,0.13136185
condition5,SlideshowInter,0.2619048,0.1345811